Date,Beat,BlockRange,StreetName,Offense Type,Premise,Offenses,Hour,address,lat_lon
2017-01-03,15E40,8500-8599,HEARTH,Aggravated Assault,Apartment,1.0,4,8500-8599 HEARTH,"(29.6792871, -95.4192107)"
2017-01-03,16E20,4900-4999,GLENRIDGE,AutoTheft,Driveway,1.0,5,4900-4999 GLENRIDGE,"(29.6025416, -95.4529683)"
2017-01-03,16E20,14300-14399,WHITE HEATHER,Theft,"Road, Street, or Sidewalk",1.0,7,14300-14399 WHITE HEATHER,"(29.6209958, -95.43820769999999)"
2017-01-03,16E20,4600-4699,FUQUA,Theft,Service or Gas Station,1.0,10,4600-4699 FUQUA,"(29.6115949, -95.3450488)"
2017-01-03,16E20,4400-4499,FUQUA,Theft,"Road, Street, or Sidewalk",1.0,14,4400-4499 FUQUA,"(29.6136319, -95.44318)"
2017-01-03,16E20,4100-4199,GOULBURN,Robbery,"Road, Street, or Sidewalk",1.0,13,4100-4199 GOULBURN,"(-34.7479181, 149.7277447)"
2017-01-03,16E30,14400-14499,HILLCROFT,Robbery,Strip Business Center Parking Lot,1.0,15,14400-14499 HILLCROFT,"(29.5114159, -98.67343609999999)"
2017-01-03,18F20,1200-1299,POST OAK,Theft,Commercial Parking Lot or Garage,1.0,12,1200-1299 POST OAK,"(29.7537522, -95.4592291)"
2017-01-03,16E30,12900-12999,POST OAK,Theft,Service or Gas Station,1.0,19,12900-12999 POST OAK,"(34.148219, -92.0102595)"
2017-01-03,16E40,6700-6799,ROCKERGATE,Theft,"Road, Street, or Sidewalk",1.0,10,6700-6799 ROCKERGATE,"(29.5923624, -95.4855548)"
2017-01-03,17E10,5800-5899,DASHWOOD,AutoTheft,Strip Business Center Parking Lot,1.0,6,5800-5899 DASHWOOD,"(29.5044732, -98.6049328)"
2017-01-03,17E10,6600-6699,HILLCROFT,AutoTheft,Apartment Parking Lot,1.0,6,6600-6699 HILLCROFT,"(29.7084849, -95.49376380000001)"
2017-01-03,17E10,6700-6799,CHIMNEY ROCK,Robbery,Apartment Parking Lot,1.0,17,6700-6799 CHIMNEY ROCK,"(29.8833606, -98.16744770000001)"
2017-01-03,17E20,8400-8499,NAIRN,Robbery,Apartment Parking Lot,1.0,17,8400-8499 NAIRN,"(29.6805701, -95.527159)"
2017-01-03,17E20,6900-6999,BISSONNET,Robbery,Apartment Parking Lot,1.0,15,6900-6999 BISSONNET,"(29.6896643, -95.5052719)"
2017-01-03,17E20,9600-9699,FONDREN,Theft,Apartment Parking Lot,1.0,13,9600-9699 FONDREN,"(29.6751765, -95.509288)"
2017-01-03,16E40,5100-5199,MAYWOOD,Theft,Service or Gas Station,1.0,22,5100-5199 MAYWOOD,"(34.5576844, -92.54592799999999)"
2017-01-03,13D20,7500-7599,STANWICK,Burglary,Other Parking Lot,1.0,11,7500-7599 STANWICK,"(29.6762175, -95.2923039)"
2017-01-03,18F20,5300-5399,SUGAR HILL,Burglary,Residence or House,1.0,4,5300-5399 SUGAR HILL,"(34.883061, -81.1323)"
2017-01-03,18F20,5300-5399,BEVERLYHILL,Theft,Apartment Parking Lot,1.0,8,5300-5399 BEVERLYHILL,"(29.7304134, -95.4687452)"
2017-01-03,14D20,7500-7599,SCOTT,Theft,Apartment Parking Lot,1.0,16,7500-7599 SCOTT,"(29.6818031, -95.3665324)"
2017-01-03,14D10,5200-5299,PERRY,Burglary,Residence or House,1.0,21,5200-5299 PERRY,"(42.7352353, -84.2228682)"
2017-01-03,14D10,3800-3899,SOUTHLAWN,Aggravated Assault,Apartment,1.0,23,3800-3899 SOUTHLAWN,"(29.6896502, -95.3652333)"
2017-01-03,14D10,4500-4599,GRIGGS,Theft,Bar or Night Club Parking Lot,1.0,22,4500-4599 GRIGGS,"(29.7016462, -95.3483489)"
2017-01-03,14D10,3600-3699,OLD SPANISH,Robbery,Restaurant or Cafeteria,1.0,20,3600-3699 OLD SPANISH,"(29.70194979999999, -95.3648413)"
2017-01-03,14D10,4700-4799,GRIGGS,Theft,"Laundry, Dry Cleaners, Washaterias",1.0,16,4700-4799 GRIGGS,"(29.7004685, -95.3454782)"
2017-01-03,5F40,9600-9699,GRANT,AutoTheft,Apartment Parking Lot,1.0,11,9600-9699 GRANT,"(29.9675585, -95.5611536)"
2017-01-03,14D10,5900-5999,SCHROEDER,Burglary,Apartment,1.0,17,5900-5999 SCHROEDER,"(29.6983846, -95.34081719999999)"
2017-01-03,14D10,5200-5299,COSBY,Theft,Residence or House,1.0,14,5200-5299 COSBY,"(39.2364733, -94.6469436)"
2017-01-03,14D10,4400-4499,GRIGGS,Aggravated Assault,"Road, Street, or Sidewalk",1.0,9,4400-4499 GRIGGS,"(29.7018148, -95.35000319999999)"
2017-01-03,14D10,3800-3899,SOUTHLAWN,Aggravated Assault,Apartment,1.0,6,3800-3899 SOUTHLAWN,"(29.6896502, -95.3652333)"
2017-01-03,14D10,4500-4599,KEYSTONE,Burglary,Residence or House,1.0,11,4500-4599 KEYSTONE,"(29.3737147, -94.74652619999999)"
2017-01-03,10H10,2300-2399,ANN,Theft,Driveway,1.0,15,2300-2399 ANN,"(32.0431188, -102.0520885)"
2017-01-03,19G10,10200-10299,CLUB CREEK,Robbery,Apartment Parking Lot,1.0,20,10200-10299 CLUB CREEK,"(29.6866091, -95.55158399999999)"
2017-01-03,19G10,7900-7999,CORPORATE,Murder,Apartment Parking Lot,1.0,19,7900-7999 CORPORATE,"(33.9423913, -84.1443321)"
2017-01-03,18F50,7000-7099,SOUTHWEST,Theft,Vehicle/Auto Sales/Lease/Auto Parts Store,1.0,13,7000-7099 SOUTHWEST,"(29.7102127, -95.5097388)"
2017-01-03,18F40,2500-2599,TANGLEWILDE,Theft,Residence or House,1.0,14,2500-2599 TANGLEWILDE,"(29.7408009, -95.53556359999999)"
2017-01-03,18F40,8500-8599,WOODWAY,Aggravated Assault,Apartment,1.0,20,8500-8599 WOODWAY,"(29.7417178, -95.5133467)"
2017-01-03,18F40,8600-8699,WESTHEIMER,Theft,Grocery Store or Supermarket,1.0,20,8600-8699 WESTHEIMER,"(29.739301, -95.5178858)"
2017-01-03,18F20,1200-1299,POST OAK,Theft,Commercial Parking Lot or Garage,1.0,16,1200-1299 POST OAK,"(29.7537522, -95.4592291)"
2017-01-03,18F20,1200-1299,POST OAK,Theft,Commercial Parking Lot or Garage,1.0,16,1200-1299 POST OAK,"(29.7537522, -95.4592291)"
2017-01-03,18F20,5100-5199,ALABAMA,Theft,Department or Discount Store,1.0,16,5100-5199 ALABAMA,"(28.0111033, -82.11418619999999)"
2017-01-03,14D30,7500-7599,MARTIN LUTHER KING,Theft,Apartment Parking Lot,1.0,5,7500-7599 MARTIN LUTHER KING,"(29.6738287, -95.336518)"
2017-01-03,18F20,5100-5199,HIDALGO,Theft,Clothing Store,1.0,16,5100-5199 HIDALGO,"(32.3397029, -96.9839662)"
2017-01-03,18F20,2000-2099,SAINT JAMES,Theft,Other Parking Lot,1.0,15,2000-2099 SAINT JAMES,"(39.5753999, -77.7586879)"
2017-01-03,18F20,5600-5699,WESTHEIMER,Robbery,Sexually Oriented Business Parking Lot,1.0,23,5600-5699 WESTHEIMER,"(29.7380916, -95.4742551)"
2017-01-03,14D30,5500-5599,BATAAN,Robbery,Residence or House,1.0,21,5500-5599 BATAAN,"(14.6416842, 120.4818446)"
2017-01-03,18F20,5000-5099,WESTHEIMER,Theft,Mall Common Area,1.0,20,5000-5099 WESTHEIMER,"(29.7421799, -95.46237090000001)"
2017-01-03,18F30,6000-6099,BEVERLYHILL,Robbery,Apartment,1.0,23,6000-6099 BEVERLYHILL,"(29.7306966, -95.48427129999999)"
2017-01-03,18F30,5700-5799,WESTHEIMER,Theft,Car Wash,1.0,7,5700-5799 WESTHEIMER,"(29.7380426, -95.4790586)"
2017-01-03,18F30,6100-6199,WESTHEIMER,Theft,Department or Discount Store,1.0,10,6100-6199 WESTHEIMER,"(29.7390551, -95.4902924)"
2017-01-03,14D30,5800-5899,SOUTHVILLE,AutoTheft,"Road, Street, or Sidewalk",1.0,7,5800-5899 SOUTHVILLE,"(29.6813842, -95.33484969999999)"
2017-01-03,14D20,7800-7899,TIERWESTER,Burglary,Apartment,1.0,13,7800-7899 TIERWESTER,"(29.6823404, -95.3727011)"
2017-01-03,18F40,6400-6499,SAN FELIPE,Theft,Other Parking Lot,1.0,2,6400-6499 SAN FELIPE,"(29.7499983, -95.49683480000002)"
2017-01-03,14D20,3900-3999,LOWDEN,Burglary,Residence or House,1.0,16,3900-3999 LOWDEN,"(29.6697626, -95.367593)"
2017-01-03,18F30,5800-5899,BEVERLYHILL,Robbery,Bar or Night Club Parking Lot,1.0,23,5800-5899 BEVERLYHILL,"(40.5000329, -75.4144196)"
2017-01-03,20G50,10400-10499,KATY,Robbery,Restaurant or Cafeteria Parking Lot,1.0,9,10400-10499 KATY,"(29.7857853, -95.8243956)"
2017-01-03,1A20,200-299,MCGOWEN,Theft,"Road, Street, or Sidewalk",1.0,5,200-299 MCGOWEN,"(29.7495318, -95.38093889999999)"
2017-01-03,20G50,900-999,GESSNER,Theft,Mall Common Area,1.0,16,900-999 GESSNER,"(29.78338, -95.545142)"
2017-01-03,2A40,100-199,SABINE,Theft,"Other, Unknown, or Not Listed",1.0,10,100-199 SABINE,"(29.761295, -95.375323)"
2017-01-03,2A40,2400-2499,WASHINGTON,Theft,Apartment Parking Lot,1.0,18,2400-2499 WASHINGTON,"(39.9396056, -75.183448)"
2017-01-03,2A40,1000-1099,HOUSTON,AutoTheft,Restaurant or Cafeteria Parking Lot,1.0,20,1000-1099 HOUSTON,"(30.0539296, -95.43546839999999)"
2017-01-03,2A40,2500-2599,SHEARN,Theft,Department or Discount Store,1.0,16,2500-2599 SHEARN,"(29.7743951, -95.382555)"
2017-01-03,10H50,4000-4099,ELGIN,Theft,Restaurant or Cafeteria,1.0,12,4000-4099 ELGIN,"(29.7275066, -95.3449864)"
2017-01-03,20G80,1700-1799,CRESCENT PLAZA,Aggravated Assault,"Road, Street, or Sidewalk",1.0,14,1700-1799 CRESCENT PLAZA,"(33.8398144, -117.9416602)"
2017-01-03,21I50,17300-17399,PINE CUT,AutoTheft,Rental Storage Facility,1.0,14,17300-17399 PINE CUT,"(29.9708529, -95.3263418)"
2017-01-03,10H50,3300-3399,ALABAMA,Theft,Residence or House,1.0,12,3300-3399 ALABAMA,"(28.0112118, -82.104981)"
2017-01-03,11H10,6900-6999,AVENUE F,Burglary,Garage or Carport,1.0,18,6900-6999 AVENUE F,"(28.9458218, -95.96716649999999)"
2017-01-03,10H50,3400-3499,ROSALIE,AutoTheft,"Road, Street, or Sidewalk",1.0,22,3400-3499 ROSALIE,"(39.3646604, -76.5388657)"
2017-01-03,20G70,3500-3599,DAIRY ASHFORD,Theft,Grocery Store or Supermarket,1.0,13,3500-3599 DAIRY ASHFORD,"(29.7237313, -95.60498989999999)"
2017-01-03,20G70,12800-12899,WHITTINGTON,Burglary,Apartment,1.0,14,12800-12899 WHITTINGTON,"(27.8899353, -82.7838795)"
2017-01-03,10H30,1100-1199,DELANO,Theft,"Road, Street, or Sidewalk",1.0,20,1100-1199 DELANO,"(33.9335275, -102.3418174)"
2017-01-03,2A20,4200-4299,MAIN,Aggravated Assault,Department or Discount Store,1.0,19,4200-4299 MAIN,"(46.8755041, -96.8518704)"
2017-01-03,10H50,3300-3399,SCOTT,Burglary,Restaurant or Cafeteria,1.0,6,3300-3399 SCOTT,"(37.64717, -97.3106852)"
2017-01-03,20G80,1700-1799,ENCLAVE,Burglary,Apartment,1.0,11,1700-1799 ENCLAVE,"(29.749902, -95.6188437)"
2017-01-03,20G80,2200-2299,ELDRIDGE,Theft,Apartment,1.0,9,2200-2299 ELDRIDGE,"(35.1702486, -89.98055529999999)"
2017-01-03,21I50,3500-3599,TERMINAL,Theft,Airport Terminal,1.0,9,3500-3599 TERMINAL,"(35.9987223, -79.6938777)"
2017-01-03,11H10,200-299,SSGT MACARIO GARCIA,Burglary,Vehicle/Auto Sales/Lease/Auto Parts Store,1.0,5,200-299 SSGT MACARIO GARCIA,"(29.7372879, -95.3036345)"
2017-01-03,11H10,1900-1999,FOREST HILL,Theft,"Road, Street, or Sidewalk",1.0,11,1900-1999 FOREST HILL,"(33.4090702, -94.02383170000002)"
2017-01-03,11H10,7100-7199,LAWNDALE,Aggravated Assault,Apartment,1.0,12,7100-7199 LAWNDALE,"(29.717141, -95.2946714)"
2017-01-03,20G80,1900-1999,ELDRIDGE,AutoTheft,Apartment Parking Lot,1.0,22,1900-1999 ELDRIDGE,"(29.6496462, -95.6179521)"
2017-01-03,2A30,1300-1399,STUDEWOOD,AutoTheft,Residence or House,1.0,14,1300-1399 STUDEWOOD,"(29.7943006, -95.3879053)"
2017-01-03,2A30,700-799,LAWRENCE,Theft,"Parks and Recreation, Zoo, Swimming Pool",1.0,18,700-799 LAWRENCE,"(38.8770702, -95.3722997)"
2017-01-03,2A30,1100-1199,14TH,Theft,Residence or House,1.0,9,1100-1199 14TH,"(41.599936, -93.6005514)"
2017-01-03,2A30,800-899,KEY,Theft,"Road, Street, or Sidewalk",1.0,6,800-899 KEY,"(37.3146733, -82.9382997)"
2017-01-03,2A30,1400-1499,DOROTHY,Theft,"Road, Street, or Sidewalk",2.0,2,1400-1499 DOROTHY,"(35.35149, -97.5125623)"
2017-01-03,2A30,700-799,24TH,Theft,"Road, Street, or Sidewalk",1.0,2,700-799 24TH,"(38.5784319, -121.4734369)"
2017-01-03,20G80,16700-16799,WESTHEIMER,Theft,Other Parking Lot,1.0,17,16700-16799 WESTHEIMER,"(29.7604267, -95.3698028)"
2017-01-03,24C50,22600-22699,EASTEX,Theft,Department or Discount Store,1.0,14,22600-22699 EASTEX,"(30.0387423, -95.2547548)"
2017-01-03,11H10,2300-2399,WAYSIDE,Theft,Department or Discount Store,1.0,16,2300-2399 WAYSIDE,"(29.716583, -95.3153546)"
2017-01-03,20G80,14500-14599,BRIAR FOREST,Burglary,Apartment,1.0,15,14500-14599 BRIAR FOREST,"(29.7559112, -95.6395143)"
2017-01-03,20G80,14200-14299,SWALLOWFIELD,Burglary,Residence or House,1.0,14,14200-14299 SWALLOWFIELD,"(29.7611656, -95.6361369)"
2017-01-03,21I70,3800-3899,TERMINAL,Theft,Airport Terminal,1.0,16,3800-3899 TERMINAL,"(35.9987223, -79.6938777)"
2017-01-03,20G70,12600-12699,ASHFORD MEADOW,Burglary,Apartment,1.0,19,12600-12699 ASHFORD MEADOW,"(29.7339473, -95.6071236)"
2017-01-03,10H50,3500-3599,ATTUCKS,Burglary,Apartment,1.0,17,3500-3599 ATTUCKS,"(29.7257032, -95.35355539999999)"
2017-01-03,2A10,1400-1499,HARDY,AutoTheft,"Other, Unknown, or Not Listed",1.0,14,1400-1499 HARDY,"(31.3243768, -89.31100029999999)"
2017-01-03,10H80,2200-2299,BELLEFONTAINE,Theft,Apartment,1.0,18,2200-2299 BELLEFONTAINE,"(29.7046418, -95.4089162)"
2017-01-03,10H70,5800-5899,ALMEDA,Theft,Convenience Store,1.0,12,5800-5899 ALMEDA,"(29.7163161, -95.3812683)"
2017-01-03,11H20,1500-1599,REESE,Theft,Driveway,1.0,6,1500-1599 REESE,"(33.5811575, -101.9911018)"
2017-01-03,10H40,4200-4299,MAIN,Theft,Convenience Store,1.0,8,4200-4299 MAIN,"(46.8755041, -96.8518704)"
2017-01-03,2A10,2900-2999,ELSER,Burglary,Residence or House,1.0,10,2900-2999 ELSER,"(29.7881045, -95.3578105)"
2017-01-03,20G60,300-399,STAFFORD,Theft,Restaurant or Cafeteria Parking Lot,1.0,19,300-399 STAFFORD,"(42.2310402, -71.8588991)"
2017-01-03,21I50,5700-5799,WILL CLAYTON,Theft,Commercial Parking Lot or Garage,1.0,17,5700-5799 WILL CLAYTON,"(29.984868, -95.30818239999999)"
2017-01-03,10H80,2200-2299,MARONEAL,Burglary,Apartment,1.0,15,2200-2299 MARONEAL,"(29.703909, -95.4100291)"
2017-01-03,10H70,4300-4399,AUSTIN,Theft,"Road, Street, or Sidewalk",1.0,9,4300-4399 AUSTIN,"(29.3025644, -95.2543787)"
2017-01-03,10H70,1000-1099,PRESSLER,Theft,"Road, Street, or Sidewalk",1.0,15,1000-1099 PRESSLER,"(29.7042085, -95.400657)"
2017-01-03,10H70,5100-5199,ALMEDA,Theft,Department or Discount Store,1.0,20,5100-5199 ALMEDA,"(29.723934, -95.37836899999999)"
2017-01-03,20G50,300-399,MEMORIAL CITY,Theft,Department or Discount Store,1.0,16,300-399 MEMORIAL CITY,"(35.323515, -81.900629)"
2017-01-03,20G60,800-899,COUNTRY PLACE,Burglary,"Vacant Single Occ Resd(House,Townhs,Dplex)",1.0,14,800-899 COUNTRY PLACE,"(37.3474158, -79.0379135)"
2017-01-03,10H40,3000-3099,CAROLINE,Burglary,Garage or Carport,1.0,19,3000-3099 CAROLINE,"(37.6902514, -97.38150159999999)"
2017-01-03,10H40,1100-1199,BREMOND,Theft,"Road, Street, or Sidewalk",1.0,1,1100-1199 BREMOND,"(29.74546909999999, -95.3727273)"
2017-01-03,10H70,1600-1699,ROSEDALE,Theft,"Road, Street, or Sidewalk",1.0,11,1600-1699 ROSEDALE,"(39.4639178, -77.9409846)"
2017-01-04,7C20,4500-4599,KASHMERE,Robbery,"Road, Street, or Sidewalk",1.0,15,4500-4599 KASHMERE,"(29.80099379999999, -95.32387279999999)"
2017-01-04,18F40,7900-7999,LOCKE,Theft,Apartment,1.0,8,7900-7999 LOCKE,"(36.6151915, -119.4421658)"
2017-01-04,14D20,4500-4599,ROSEMONT,Theft,Residence or House,1.0,7,4500-4599 ROSEMONT,"(39.7477458, -94.9051245)"
2017-01-04,14D20,3800-3899,SOUTHLAWN,Aggravated Assault,Apartment,1.0,14,3800-3899 SOUTHLAWN,"(29.6896502, -95.3652333)"
2017-01-04,14D20,7100-7199,SCOTT,Aggravated Assault,Convenience Store Parking Lot,1.0,12,7100-7199 SCOTT,"(29.6881916, -95.36390030000001)"
2017-01-04,13D20,7200-7299,CAYTON,Burglary,Residence or House,1.0,21,7200-7299 CAYTON,"(29.6575362, -95.29954289999999)"
2017-01-04,14D20,9300-9399,CULLEN,Theft,Convenience Store,1.0,11,9300-9399 CULLEN,"(29.6571046, -95.3555042)"
2017-01-04,7C20,4100-4199,FALLS,Burglary,Residence or House,1.0,16,4100-4199 FALLS,"(39.3376431, -76.6376928)"
2017-01-04,18F40,2400-2499,VOSS,Burglary,Apartment,1.0,23,2400-2499 VOSS,"(29.7416857, -95.501297)"
2017-01-04,14D20,9200-9299,ASHVILLE,Theft,Miscellaneous Business (Non-Specific),1.0,10,9200-9299 ASHVILLE,"(29.6581116, -95.37199439999999)"
2017-01-04,18F60,7900-7999,BELLAIRE,Theft,Apartment Parking Lot,1.0,5,7900-7999 BELLAIRE,"(29.7054603, -95.52538229999999)"
2017-01-04,7C20,6800-6899,LOOP,Theft,Commercial Parking Lot or Garage,1.0,11,6800-6899 LOOP,"(29.7053142, -95.4601709)"
2017-01-04,3B30,1300-1399,43RD,Theft,Grocery Store or Supermarket,1.0,18,1300-1399 43RD,"(40.7804925, -74.0291302)"
2017-01-04,19G20,11200-11299,BELLAIRE,Theft,Grocery Store or Supermarket Parking Lot,1.0,14,11200-11299 BELLAIRE,"(29.7039173, -95.5753998)"
2017-01-04,19G20,11600-11699,SHARPVIEW,AutoTheft,Driveway,1.0,5,11600-11699 SHARPVIEW,"(29.699328, -95.58309589999999)"
2017-01-04,18F30,2100-2199,FOUNTAIN VIEW,Theft,Apartment,1.0,16,2100-2199 FOUNTAIN VIEW,"(36.1984049, -115.2844762)"
2017-01-04,18F30,6300-6399,SKYLINE,Rape,Apartment,1.0,15,6300-6399 SKYLINE,"(37.8506867, -122.2089017)"
2017-01-04,18F30,6400-6499,RICHMOND,Theft,Bar or Night Club Parking Lot,1.0,14,6400-6499 RICHMOND,"(29.7322396, -95.4985107)"
2017-01-04,7C20,4000-4099,HARRIMAN,AutoTheft,"Road, Street, or Sidewalk",1.0,7,4000-4099 HARRIMAN,"(34.0946204, -118.179621)"
2017-01-04,18F30,3100-3199,FOUNTAIN VIEW,AutoTheft,"Road, Street, or Sidewalk",1.0,20,3100-3199 FOUNTAIN VIEW,"(29.73204449999999, -95.48470379999999)"
2017-01-04,18F30,6000-6099,BEVERLYHILL,Burglary,Apartment,1.0,22,6000-6099 BEVERLYHILL,"(29.7306966, -95.48427129999999)"
2017-01-04,18F30,3300-3399,GREENRIDGE,Aggravated Assault,Apartment,1.0,8,3300-3399 GREENRIDGE,"(33.94744500000001, -98.5491198)"
2017-01-04,18F30,6500-6599,WESTHEIMER,Theft,Department or Discount Store,1.0,13,6500-6599 WESTHEIMER,"(29.7380394, -95.4986454)"
2017-01-04,14D30,8600-8699,MARTIN LUTHER KING,Theft,Convenience Store,1.0,19,8600-8699 MARTIN LUTHER KING,"(29.658521, -95.3373591)"
2017-01-04,14D30,7100-7199,MARTIN LUTHER KING,Theft,Service or Gas Station,1.0,20,7100-7199 MARTIN LUTHER KING,"(29.6753733, -95.3367811)"
2017-01-04,7C20,2700-2799,COLLINGSWORTH,Robbery,"Road, Street, or Sidewalk",1.0,10,2700-2799 COLLINGSWORTH,"(29.79373, -95.3431603)"
2017-01-04,13D20,6700-6799,HAYWOOD,Theft,"Parks and Recreation, Zoo, Swimming Pool",1.0,20,6700-6799 HAYWOOD,"(29.6705121, -95.2924755)"
2017-01-04,14D30,5700-5799,BELLFORT,Theft,Restaurant or Cafeteria,1.0,17,5700-5799 BELLFORT,"(29.6662101, -95.3371092)"
2017-01-04,18F40,7800-7899,WESTHEIMER,Robbery,Bus Stop,1.0,23,7800-7899 WESTHEIMER,"(29.7376444, -95.50507619999999)"
2017-01-04,10H60,3100-3199,SOUTHMORE,Aggravated Assault,Liquor Store,1.0,11,3100-3199 SOUTHMORE,"(29.7175038, -95.36961670000001)"
2017-01-04,3B10,4000-4099,SHERWOOD,Theft,Other Parking Lot,1.0,9,4000-4099 SHERWOOD,"(42.2706573, -83.5740289)"
2017-01-04,6B60,17000-17099,IMPERIAL VALLEY,Robbery,"Road, Street, or Sidewalk",1.0,1,17000-17099 IMPERIAL VALLEY,"(33.0113694, -115.4733554)"
2017-01-04,6B60,12500-12599,NORTH,AutoTheft,Hotel or Motel Parking Lot,1.0,4,12500-12599 NORTH,"(35.7595731, -79.01929969999999)"
2017-01-04,6B60,700-799,SAM HOUSTON,Theft,Hotel or Motel Parking Lot,1.0,6,700-799 SAM HOUSTON,"(29.860696, -95.4125987)"
2017-01-04,6B60,700-799,GREENS,Theft,Apartment,1.0,18,700-799 GREENS,"(39.7938036, -85.933717)"
2017-01-04,6B60,200-299,GREENS,Theft,"Other, Unknown, or Not Listed",1.0,17,200-299 GREENS,"(41.323898, -85.415919)"
2017-01-04,3B10,6500-6599,43RD,Theft,Grocery Store or Supermarket,1.0,11,6500-6599 43RD,"(42.5757072, -87.85845049999999)"
2017-01-04,3B10,5000-5099,PINEMONT,Robbery,Convenience Store,1.0,4,5000-5099 PINEMONT,"(29.8410337, -95.4650552)"
2017-01-04,10H70,6400-6499,FANNIN,Theft,Hospital,1.0,5,6400-6499 FANNIN,"(29.7151107, -95.3971455)"
2017-01-04,3B10,4800-4899,34TH,Burglary,"Church, Synagogue, or Temple",1.0,13,4800-4899 34TH,"(32.2912746, -81.118211)"
2017-01-04,3B10,5200-5299,43RD,Burglary,Residence or House,1.0,15,5200-5299 43RD,"(42.5981737, -87.8708754)"
2017-01-04,3B10,5200-5299,NINA LEE,Burglary,Residence or House,1.0,17,5200-5299 NINA LEE,"(29.8318112, -95.4682505)"
2017-01-04,14D10,6900-6999,SOUTH,AutoTheft,Service or Gas Station,1.0,9,6900-6999 SOUTH,"(40.7919701, -96.62638249999999)"
2017-01-04,3B10,6100-6199,PINEMONT,Burglary,Auto Repair,1.0,19,6100-6199 PINEMONT,"(29.840833, -95.48028200000002)"
2017-01-04,3B10,5100-5199,43RD,Burglary,Residence or House,1.0,16,5100-5199 43RD,"(44.9106709, -93.21165119999999)"
2017-01-04,3B10,2500-2599,LOOP,Theft,Service or Gas Station,1.0,23,2500-2599 LOOP,"(29.6787031, -95.41698699999999)"
2017-01-04,18F60,7300-7399,MARY BATES,Theft,,1.0,8,7300-7399 MARY BATES,"(29.6997917, -95.53034699999999)"
2017-01-04,2A20,100-199,CAVALCADE,Theft,"Road, Street, or Sidewalk",1.0,13,100-199 CAVALCADE,"(29.8037898, -95.3719783)"
2017-01-04,18F60,8200-8299,CARVEL,Theft,"Road, Street, or Sidewalk",1.0,15,8200-8299 CARVEL,"(29.69777269999999, -95.5290038)"
2017-01-04,13D40,8500-8599,SAM HOUSTON,Theft,Department or Discount Store,1.0,15,8500-8599 SAM HOUSTON,"(29.7600812, -95.20126259999999)"
2017-01-04,3B10,3400-3499,34TH,Aggravated Assault,Sexually Oriented Business Parking Lot,1.0,19,3400-3499 34TH,"(32.19534, -81.03109599999999)"
2017-01-04,13D20,7700-7799,WYNLEA,Robbery,"Road, Street, or Sidewalk",1.0,23,7700-7799 WYNLEA,"(29.659688, -95.28119219999999)"
2017-01-04,13D20,8900-8999,GLENCREST,Aggravated Assault,Apartment Parking Lot,1.0,7,8900-8999 GLENCREST,"(29.6594661, -95.2727723)"
2017-01-04,19G10,9600-9699,BEECHNUT,Burglary,Miscellaneous Business (Non-Specific),1.0,9,9600-9699 BEECHNUT,"(29.6905838, -95.5496127)"
2017-01-04,10H60,3500-3599,DIXIE,Burglary,"Vacant Other Residential (Apartment,Dorms)",1.0,5,3500-3599 DIXIE,"(38.4961937, -90.4833151)"
2017-01-04,10H60,2300-2399,SOUTHMORE,Theft,Convenience Store,1.0,17,2300-2399 SOUTHMORE,"(29.7216687, -95.3761579)"
2017-01-04,10H70,5500-5599,HERMANN PARK,Theft,Commercial Parking Lot or Garage,1.0,17,5500-5599 HERMANN PARK,"(29.7204258, -95.3879747)"
2017-01-04,10H70,5500-5599,SAN JACINTO,Theft,Other Parking Lot,1.0,16,5500-5599 SAN JACINTO,"(29.7256154, -95.3872081)"
2017-01-04,10H70,1500-1599,HERMANN,Theft,Other Parking Lot,1.0,20,1500-1599 HERMANN,"(29.7207741, -95.3864505)"
2017-01-04,18F50,7500-7599,BELLAIRE,Theft,Apartment,1.0,18,7500-7599 BELLAIRE,"(29.7068225, -95.5166388)"
2017-01-04,18F50,7100-7199,BELLERIVE,Theft,Apartment,1.0,14,7100-7199 BELLERIVE,"(29.7121718, -95.50783640000002)"
2017-01-04,19G10,10300-10399,BISSONNET,AutoTheft,Restaurant or Cafeteria Parking Lot,1.0,17,10300-10399 BISSONNET,"(29.67465, -95.56114749999999)"
2017-01-04,18F50,4000-4099,JEANETTA,AutoTheft,Vehicle/Auto Sales/Lease/Auto Parts Store,1.0,14,4000-4099 JEANETTA,"(29.7237028, -95.5251527)"
2017-01-04,18F50,7600-7699,DE MOSS,Burglary,Restaurant or Cafeteria,1.0,9,7600-7699 DE MOSS,"(29.7084272, -95.51868809999999)"
2017-01-04,19G10,7700-7799,CORPORATE,Robbery,Apartment Parking Lot,1.0,23,7700-7799 CORPORATE,"(33.9423913, -84.1443321)"
2017-01-04,19G10,9400-9499,CONCOURSE,AutoTheft,Apartment Parking Lot,1.0,22,9400-9499 CONCOURSE,"(37.3346649, -79.9919544)"
2017-01-04,18F60,8400-8499,SANDS POINT,Murder,"Road, Street, or Sidewalk",1.0,18,8400-8499 SANDS POINT,"(29.71424, -95.533256)"
2017-01-04,13D20,8600-8699,BROADWAY,Robbery,Apartment,1.0,0,8600-8699 BROADWAY,"(41.4598798, -87.33567529999999)"
